순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
2068,아이돌 섹스 스캔들,야마삐,(주)케이알씨지,,(주)케이알씨지,2016-03-16,개봉영화,장편,한국,19,1680000,309,"662,000",122,멜로/로맨스,청소년관람불가,일반영화
2069,풍뎅이뎅이,이재한,"(주)디씨지플러스,(주)엔에이치씨미디어",,(주)콘텐츠판다,2018-02-08,개봉영화,옴니버스,한국,4,2001000,308,"592,000",88,애니메이션,전체관람가,일반영화
2070,환타스틱 러브짐: 전쟁 같은 사랑,한우진,웃기시네,,(주)유비네트워크,2015-10-08,개봉영화,장편,한국,20,1575000,303,"528,000",105,코미디,청소년관람불가,일반영화
2071,화룡대결,임초현,,모비딕엔터테인먼트(주),(주)미디어데이,2014-01-09,개봉영화,장편,홍콩,1,1510000,302,"1,510,000",302,액션,청소년관람불가,일반영화
2072,애마부인 2016,김미연,드림로드,,드림로드,2016-06-14,개봉영화,장편,한국,21,1638000,301,"319,000",63,멜로/로맨스,청소년관람불가,일반영화
2073,탐욕,김정욱,주식회사 루믹스미디어,,주식회사 루믹스미디어,2016-05-12,개봉영화,장편,한국,20,1555000,301,"565,000",113,멜로/로맨스,청소년관람불가,일반영화
2074,다이빙벨: 진실은 침몰하지 않습니다,"이상호,안해룡","아시아프레스,(주)씨네포트",,(주)시네마달,2015-04-16,개봉영화,장편,한국,4,2209000,300,"2,000,000",268,다큐멘터리,15세이상관람가,일반영화
2075,지상에서 영원으로,"타마라 하베이,닉 모리스",,주식회사 드림크리에이션,주식회사 드림크리에이션,2016-09-29,개봉영화,장편,영국,6,4505500,300,"3,572,000",245,공연,15세이상관람가,일반영화
2076,형님 아내,이돌,이돌영화사,,이돌영화사,2016-05-03,개봉영화,장편,한국,19,1555000,300,"577,000",114,멜로/로맨스,청소년관람불가,일반영화
2077,여동생 친구,이전,(주)케이알씨지,,(주)케이알씨지,2018-05-23,개봉영화,장편,한국,10,1451000,297,"1,412,000",283,멜로/로맨스,청소년관람불가,일반영화
2078,파라노말 이니테이션,다린 스콧,,스크린조이,스크린조이,2014-12-18,개봉영화,장편,미국,4,1225000,297,"710,000",138,공포(호러),15세이상관람가,일반영화
2079,홈 스위트 홈,문시현,,,이미지팩토리,2012-03-15,개봉영화,장편,한국,5,2109500,297,"1,512,500",196,드라마,청소년관람불가,일반영화
2080,줄리아 엑스,P.J. 페티에트,,(주)고맙습니다 사랑합니다,(주)고맙습니다 사랑합니다,2013-07-16,개봉영화,장편,미국,3,827000,296,"607,000",251,공포(호러),청소년관람불가,일반영화
2081,수호지-강철 보갑,황조권,,(주)케이알씨지,(주)케이알씨지,2014-04-10,개봉영화,장편,중국,5,986000,295,"276,000",57,액션,12세이상관람가,일반영화
2082,올모스트 차밍,필리페 를루슈,,(주)스튜디오후크,(주)스튜디오후크,2013-11-29,개봉영화,장편,프랑스,1,660000,295,"660,000",295,멜로/로맨스,15세이상관람가,일반영화
2083,캘린더걸,강현철,스마일컨텐츠,,(주)유비네트워크,2016-04-07,개봉영화,장편,한국,20,1598000,295,"419,000",73,멜로/로맨스,청소년관람불가,일반영화
2084,8광구: 몬스터의 부활,피터 애튼시오,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2014-12-23,개봉영화,장편,미국,4,1060000,294,"824,000",190,SF,청소년관람불가,일반영화
2085,여자전쟁: 비열한 거래,노진수,(주)베르디미디어,,TCO(주)더콘텐츠온,2016-06-16,개봉영화,장편,한국,21,1544000,292,"319,000",63,드라마,청소년관람불가,일반영화
2086,히마와리와 나의 7일,히라마츠 에미코,,주식회사 마운틴픽쳐스,주식회사 마운틴픽쳐스,2014-09-25,개봉영화,장편,일본,3,2077000,292,"1,637,000",219,드라마,전체관람가,일반영화
2087,스피릿 오브 베토벤,남평희,(주)아르떼,,(주)아르떼,2014-12-10,개봉영화,장편,한국,1,1164000,291,"1,164,000",291,공연,전체관람가,일반영화
2088,여자전쟁: 봉천동 혈투,권성국,(주)베르디미디어,,TCO(주)더콘텐츠온,2016-07-14,개봉영화,장편,한국,21,1534000,291,"319,000",63,드라마,청소년관람불가,일반영화
2089,주말부부,기대호,(주)전망좋은 영화사,,(주)전망좋은 영화사,2016-07-08,개봉영화,장편,한국,21,1540000,291,"319,000",63,멜로/로맨스,청소년관람불가,일반영화
2090,브레이크 블레이드5: 최후의 명령,하바라 노부유시,,(주)케이알씨지,(주)케이알씨지,2013-08-01,개봉영화,장편,일본,2,860000,290,0,0,애니메이션,12세이상관람가,일반영화
2091,더 데이,더글러스 아니오코스키,,(주)고맙습니다 사랑합니다,(주)고맙습니다 사랑합니다,2013-04-22,개봉영화,장편,미국,4,1430000,286,"755,000",151,드라마,청소년관람불가,일반영화
2092,우리 지금 할래,박범수,(주)케이알씨지,,(주)케이알씨지,2016-04-20,개봉영화,장편,한국,20,1483000,286,"549,000",109,멜로/로맨스,청소년관람불가,일반영화
2093,스태쉬 하우스,에두아르도 로드리게스,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-05-30,개봉영화,장편,미국,1,595000,285,"595,000",285,스릴러,청소년관람불가,일반영화
2094,잠 못 이루는 섹스 2,이민환,(주)케이알씨지,,(주)케이알씨지,2016-05-18,개봉영화,장편,한국,20,1477000,285,"542,000",108,멜로/로맨스,청소년관람불가,일반영화
2095,P.S. 걸,원석호,전망 PRODUCTION,,전망 PRODUCTION,2016-02-04,개봉영화,장편,한국,21,1673000,285,"554,000",87,스릴러,청소년관람불가,일반영화
2096,맛있는 떡,이승환,(주)케이알씨지,,(주)케이알씨지,2016-04-27,개봉영화,장편,한국,20,1465000,283,"542,000",108,멜로/로맨스,청소년관람불가,일반영화
2097,소원택시,박창진,(주)마부엔터테인먼트,,(주)마부엔터테인먼트,2013-10-04,개봉영화,장편,한국,2,971000,283,"650,000",220,드라마,청소년관람불가,일반영화
2098,옆집 누나,이민환,(주)케이알씨지,,(주)케이알씨지,2016-05-12,개봉영화,장편,한국,20,1465000,283,"535,000",107,멜로/로맨스,청소년관람불가,일반영화
2099,모던 발레 스페셜,벤자민 마일피드,,에스디시코리아 주식회사,에스디시코리아 주식회사,2016-04-26,개봉영화,장편,프랑스,10,4150000,282,"2,285,000",149,공연,전체관람가,일반영화
2100,친구 누나,채길병,(주)영화사 사계절,,(주)영화사 사계절,2016-03-10,개봉영화,장편,한국,21,1593000,282,"504,000",82,멜로/로맨스,청소년관람불가,일반영화
2101,잠 못 이루는 섹스,"이민환,이숭환",(주)케이알씨지,,(주)케이알씨지,2016-03-31,개봉영화,장편,한국,19,1495000,281,"632,000",116,멜로/로맨스,청소년관람불가,일반영화
2102,썰만화,안일환,(주)골든몽키스미디어그룹,,TCO(주)더콘텐츠온,2016-02-25,개봉영화,장편,한국,21,1571000,275,"552,000",87,코미디,청소년관람불가,일반영화
2103,전원일기: 젖소농장새댁,한동호,주식회사 비엠미디어,,주식회사 비엠미디어,2015-12-15,개봉영화,장편,한국,20,1407000,274,"525,000",105,멜로/로맨스,청소년관람불가,일반영화
2104,누나 친구,신현철,(주)영화사 사계절,,(주)영화사 사계절,2016-01-21,개봉영화,장편,한국,21,1545000,273,"521,000",84,멜로/로맨스,청소년관람불가,일반영화
2105,공즉시색,김현빈,"(주)영화사 사계절,펀펀한영화사",,(주)영화사 사계절,2015-11-26,개봉영화,장편,한국,20,1478000,271,"395,000",72,멜로/로맨스,청소년관람불가,일반영화
2106,카라스: 레블레이션,사토 케이이치,,에이원엔터테인먼트,에이원엔터테인먼트,2013-11-28,개봉영화,장편,일본,3,1380000,270,"380,000",70,애니메이션,청소년관람불가,일반영화
2107,인피니티 포스 스페셜 에디션 1,스즈키 키요타카,,에스엠지홀딩스 주식회사,(주)코코믹스,2017-12-07,개봉영화,장편,일본,20,1494000,266,"662,000",124,애니메이션,전체관람가,일반영화
2108,수목장,박광춘,(주)노마드필름,,주식회사 마운틴픽쳐스,2012-11-15,개봉영화,장편,한국,2,1406000,263,"1,326,000",253,공포(호러),청소년관람불가,일반영화
2109,정사 : 결혼 말고 연애,조경훈,(주)영화사 사계절,,(주)영화사 사계절,2016-04-19,개봉영화,장편,한국,20,1454000,262,"437,000",75,멜로/로맨스,청소년관람불가,일반영화
2110,착한 형수 2,곽영근,(주)영화사 사계절,,(주)영화사 사계절,2017-10-19,개봉영화,장편,한국,19,1561000,261,"952,000",168,멜로/로맨스,청소년관람불가,일반영화
2111,엄마 애인 3,정진호,너바나 필름,,(주)컨텐츠 빌리지,2019-05-23,개봉영화,장편,한국,20,1348000,256,"1,006,000",197,멜로/로맨스,청소년관람불가,일반영화
2112,파리의 자살가게,파트리스 르꽁트,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2013-06-27,개봉영화,장편,프랑스,2,1934000,256,"588,000",66,애니메이션,15세이상관람가,일반영화
2113,극장판 파이널 <하늘의 유실물 : 영원한 나의 새장>,사이토 히사시,,(주)파노라마엔터테인먼트,(주)파노라마엔터테인먼트,2015-01-01,개봉영화,장편,일본,5,1410000,255,0,0,애니메이션,15세이상관람가,일반영화
2114,네이키드 걸,데이빗 렌,,스크린조이,스크린조이,2015-01-22,개봉영화,장편,미국,5,1322000,254,"1,074,000",210,액션,청소년관람불가,일반영화
2115,익스트림 터미네이터,앤드류 벨웨어,,스크린조이,스크린조이,2015-01-22,개봉영화,장편,미국,5,1322000,254,"1,074,000",210,액션,12세이상관람가,일반영화
2116,이웃동서,기대호,전망 PRODUCTION,,전망 PRODUCTION,2016-05-16,개봉영화,장편,한국,21,1348000,253,"319,000",63,멜로/로맨스,청소년관람불가,일반영화
2117,남녀의 궁합,채길병,(주)영화사 사계절,,(주)영화사 사계절,2016-05-19,개봉영화,장편,한국,20,1344000,252,"314,000",62,멜로/로맨스,청소년관람불가,일반영화
2118,외도,최우성,㈜리필름,,㈜리필름,2016-07-14,개봉영화,장편,한국,20,1330000,252,"560,000",112,멜로/로맨스,청소년관람불가,일반영화
2119,투 워리어스,홍금보,,스크린조이,스크린조이,2014-05-22,개봉영화,장편,홍콩,5,925000,252,"270,000",54,액션,15세이상관람가,일반영화
2120,태극권 : 무림7대고수전,양백견,,(주)소나무픽쳐스,(주)소나무픽쳐스,2012-11-29,개봉영화,장편,홍콩,1,532000,251,"532,000",251,액션,15세이상관람가,일반영화
2121,감출 수 없는 본능-몰카,김병관,(주)큰손엔터테인먼트,,모비딕엔터테인먼트(주),2016-06-09,개봉영화,장편,한국,20,1322000,250,"528,000",106,드라마,청소년관람불가,일반영화
2122,드래곤 에이지,소리 후미히코,,(주)유이케이,(주)미디어데이,2013-07-25,개봉영화,장편,미국,1,1750000,250,0,0,애니메이션,15세이상관람가,일반영화
2123,리포! 더 제네틱 오페라,대런 린 보우즈만,,(주)수키픽쳐스,(주)수키픽쳐스,2013-07-24,개봉영화,장편,미국,5,1250000,250,"1,250,000",250,공포(호러),청소년관람불가,일반영화
2124,몽정애-꿈 속의 여인,이영화,(주)케이알씨지,,(주)케이알씨지,2013-12-31,개봉영화,장편,한국,5,1000000,250,"500,000",100,멜로/로맨스,청소년관람불가,일반영화
2125,음란 과외 2,최우성,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2019-05-23,개봉영화,장편,한국,20,1341000,250,"994,000",191,멜로/로맨스,청소년관람불가,일반영화
2126,잠자는 숲속의 미녀,마리우스 프티파,,(주) 인스터 글로벌,(주) 인스터 글로벌,2013-10-17,개봉영화,장편,영국,6,4319000,250,"2,974,000",170,공연,전체관람가,일반영화
2127,"그녀, 섹스의 시작",제이콥 체이스,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2014-12-30,개봉영화,장편,미국,3,1088000,249,"824,000",160,멜로/로맨스,청소년관람불가,일반영화
2128,아빠와 딸,왕지방,(주)디에이치미디어,,(주)디에이치미디어,2019-06-07,개봉영화,장편,한국,20,1407000,248,"1,020,000",186,멜로/로맨스,청소년관람불가,일반영화
2129,명기,강현,(주)소나무픽쳐스,,(주)소나무픽쳐스,2014-12-30,개봉영화,장편,한국,5,690000,247,"460,000",207,멜로/로맨스,청소년관람불가,일반영화
2130,북극의 후예 이누크,마이크 매깃슨,,(주)피터팬픽쳐스,(주)피터팬픽쳐스,2013-08-29,개봉영화,장편,기타,4,1723000,247,"804,000",110,어드벤처,12세이상관람가,일반영화
2131,비르: 위대한 전사,아닐 샤르마,,(주)소나무픽쳐스,(주)소나무픽쳐스,2014-12-30,개봉영화,장편,인도,5,672000,247,"442,000",207,전쟁,15세이상관람가,일반영화
2132,누나의 속사정,이가온,(주)케이알씨지,,(주)케이알씨지,2019-07-17,개봉영화,장편,한국,1,1184000,245,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
2133,새엄마들 2019,왕지방,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-07-23,개봉영화,장편,한국,21,1289000,245,"610,000",130,멜로/로맨스,청소년관람불가,일반영화
2134,아메리칸 섹스 파티,패트릭 C. 페레즈,,스크린조이,스크린조이,2014-12-30,개봉영화,장편,미국,3,1052000,245,"824,000",160,코미디,청소년관람불가,일반영화
2135,어린 엄마의 비밀,이전,(주)케이알씨지,,(주)케이알씨지,2019-07-18,개봉영화,장편,한국,1,1184000,245,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
2136,파라노말 기생충,나츠메 타이치로,,(주)케이알씨지,주식회사 루믹스미디어,2019-03-10,개봉영화,장편,일본,20,1184000,245,"1,142,000",230,멜로/로맨스,청소년관람불가,일반영화
2137,감금의 정사,코시자카 야스시,,(유)조이앤시네마,(유)조이앤시네마,2019-03-07,개봉영화,장편,일본,20,1183000,244,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
2138,국가 성생활 관리위원회-무삭제판,지산겸,(주)케이알씨지,,(주)케이알씨지,2018-12-13,개봉영화,장편,한국,20,1183000,244,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
2139,그녀의 하드코어-무삭제판,이동현,(주)케이알씨지,,(주)케이알씨지,2019-03-21,개봉영화,장편,한국,20,1183000,244,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
2140,김본좌의 야동남녀- 무삭제판,박은수,(주)케이알씨지,,(주)케이알씨지,2018-11-14,개봉영화,장편,한국,20,1183000,244,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
2141,내 여자의 정사: 감독판,이민,(주)케이알씨지,,(주)케이알씨지,2018-06-19,개봉영화,장편,한국,20,1183000,244,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
2142,마지막 정사: 여럿이 다같이-무삭제판,이전,(주)케이알씨지,,(주)케이알씨지,2018-10-23,개봉영화,장편,한국,20,1183000,244,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
2143,맛색녀의 성적유희,조조 히데오,,(유)조이앤시네마,(유)조이앤시네마,2019-02-07,개봉영화,장편,일본,19,1179000,244,"1,142,000",230,멜로/로맨스,청소년관람불가,일반영화
