순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
1922,관음증,이상빈,골든타이드픽처스(주),,골든타이드픽처스(주),2016-02-25,개봉영화,장편,한국,20,2926000,559,"993,000",187,멜로/로맨스,청소년관람불가,일반영화
1923,젊은 엄마 4,김효재,골든타이드픽처스(주),,골든타이드픽처스(주),2016-04-28,개봉영화,장편,한국,20,2859000,556,"831,000",165,멜로/로맨스,청소년관람불가,일반영화
1924,청춘학당2 기생난입야사,김대성,(주)영화사히트,,(주)영화사히트,2016-03-03,개봉영화,장편,한국,20,3313000,556,"1,384,000",226,코미디,청소년관람불가,일반영화
1925,감금의 시간,김대성,마법사필름,,마법사필름,2015-12-03,개봉영화,장편,한국,20,3310000,555,"1,384,000",226,스릴러,청소년관람불가,일반영화
1926,루살카,오토 솅크,,(주) 인스터 글로벌,(주) 인스터 글로벌,2014-05-24,개봉영화,장편,미국,2,12406500,553,"11,464,500",517,공연,전체관람가,일반영화
1927,라라피포,미야노 마사유키,,영화사 새사람,(주)수키픽쳐스,2014-07-03,개봉영화,장편,일본,1,3312000,552,"3,312,000",552,코미디,청소년관람불가,일반영화
1928,색끈한 퓨전사극 심청야사,강명진,고구마콘텐츠허브(주),,고구마콘텐츠허브(주),2015-12-17,개봉영화,장편,한국,20,3542000,551,"2,039,000",267,사극,청소년관람불가,일반영화
1929,욜란타 & 푸른 수염의 성,게리 할버슨,,(주) 인스터 글로벌,(주) 인스터 글로벌,2015-09-26,개봉영화,장편,미국,3,13431000,551,"10,498,500",423,공연,12세이상관람가,일반영화
1930,스포찬 배틀 요괴 대결전,쿠보 히로시,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2016-06-23,개봉영화,장편,일본,39,4034800,545,"986,500",118,애니메이션,전체관람가,일반영화
1931,로드킬,이수성,㈜리필름,,(주)갤럭시컴퍼니,2019-02-21,개봉영화,장편,한국,17,4239100,542,"3,869,100",485,공포(호러),청소년관람불가,일반영화
1932,생존게임 247°F,레반 바키아,,스크린조이,스크린조이,2014-09-24,개봉영화,장편,미국,6,2278000,538,"990,000",198,공포(호러),15세이상관람가,일반영화
1933,아라벨라,크리스티안 틸레만,,(주)케빈앤컴퍼니,(주)쓰리캣프로덕션,2014-10-25,개봉영화,장편,독일,6,8601000,533,"6,531,000",409,공연,전체관람가,일반영화
1934,젊은 엄마,공자관,"골든타이드픽처스(주),밀크픽처스",,"골든타이드픽처스(주),(주)옐로우필름",2013-08-06,개봉영화,장편,한국,1,3168000,528,"3,168,000",528,멜로/로맨스,청소년관람불가,일반영화
1935,고시원,이영민,에이치케이 이엔엠,,(주)로이테미디어,2015-10-30,개봉영화,장편,한국,20,3380000,524,"1,123,000",145,멜로/로맨스,청소년관람불가,일반영화
1936,마리아 스투아르다,데이비드 맥비카,,(주) 인스터 글로벌,(주) 인스터 글로벌,2013-09-07,개봉영화,장편,미국,2,12755500,523,"12,046,500",494,공연,전체관람가,일반영화
1937,크리스마스 스타,닐스 가우프,,에이원엔터테인먼트,에이원엔터테인먼트,2014-12-04,개봉영화,장편,노르웨이,2,2443800,520,"697,800",96,어드벤처,전체관람가,일반영화
1938,포장마차,최율권희,㈜리필름,,에이라인,2015-10-01,개봉영화,장편,한국,20,2617000,520,"574,000",114,코미디,청소년관람불가,일반영화
1939,새폴더2,황상원,더사람픽쳐스,,더사람픽쳐스,2015-10-23,개봉영화,장편,한국,20,3352000,518,"1,130,000",146,드라마,청소년관람불가,일반영화
1940,유부녀들,경석호,영화사 인연,,(주)소나무픽쳐스,2015-10-14,개봉영화,장편,한국,20,3405000,516,"1,823,000",215,멜로/로맨스,청소년관람불가,일반영화
1941,젊은엄마 : 디 오리지널,정도수,골든타이드픽처스(주),,골든타이드픽처스(주),2016-06-23,개봉영화,장편,한국,20,2670000,516,"847,000",169,멜로/로맨스,청소년관람불가,일반영화
1942,호수의 여인,,,(주) 인스터 글로벌,(주) 인스터 글로벌,2015-10-24,개봉영화,장편,미국,3,11524500,504,"8,968,500",394,공연,전체관람가,일반영화
1943,인공지능 남자친구,조조 히데오,,골든타이드픽처스(주),골든타이드픽처스(주),2016-06-09,개봉영화,장편,일본,20,2577000,500,"837,000",167,멜로/로맨스,청소년관람불가,일반영화
1944,러시아 엄마,최원준,골든타이드픽처스(주),,골든타이드픽처스(주),2016-07-28,개봉영화,장편,한국,20,2560000,497,"819,000",163,멜로/로맨스,청소년관람불가,일반영화
1945,불륜의 맛,이세일,(주)케이알씨지,,(주)케이알씨지,2014-03-27,개봉영화,장편,한국,5,1950000,494,"540,000",108,멜로/로맨스,청소년관람불가,일반영화
1946,월드 워 좀비,닉 라이온,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2013-11-27,개봉영화,장편,미국,6,2959000,493,"1,794,000",302,공포(호러),청소년관람불가,일반영화
1947,입영전야,유승택,영화사 인연,,(주)소나무픽쳐스,2016-04-05,개봉영화,장편,한국,20,3290000,492,"1,838,000",215,멜로/로맨스,청소년관람불가,일반영화
1948,마지막 위안부,임선,(주)투윈미디어,,(주)투윈미디어,2015-08-03,개봉영화,장편,한국,1,4172000,490,"4,172,000",490,드라마,15세이상관람가,일반영화
1949,로미오와 줄리엣,케네스 맥밀란,,(주) 인스터 글로벌,(주) 인스터 글로벌,2013-09-26,개봉영화,장편,영국,7,8491000,488,"6,510,000",372,공연,전체관람가,일반영화
1950,애인,이숭환,(주)케이알씨지,,(주)케이알씨지,2015-06-17,개봉영화,장편,한국,20,2594000,485,"580,000",116,멜로/로맨스,청소년관람불가,일반영화
1951,등산의 목적,조형운,주식회사 비엠미디어,,주식회사 비엠미디어,2016-03-03,개봉영화,장편,한국,20,2507000,484,"1,625,000",315,멜로/로맨스,청소년관람불가,일반영화
1952,수상한 미용실,한동호,주식회사 비엠미디어,,주식회사 비엠미디어,2015-10-28,개봉영화,장편,한국,20,2403000,474,"1,525,000",305,멜로/로맨스,청소년관람불가,일반영화
1953,음란한 가족,신정균,(주)KW비젼,,(주)KW비젼,2015-09-24,개봉영화,장편,한국,21,2301000,473,"525,000",105,코미디,청소년관람불가,일반영화
1954,란제리살인사건,김세성,(주)노리픽쳐스,,(주)노리픽쳐스,2015-09-17,개봉영화,장편,한국,20,2295000,472,"525,000",105,스릴러,청소년관람불가,일반영화
1955,룸메이트,후루사와 다케시,,(주)마인스 엔터테인먼트,(주)마인스 엔터테인먼트,2014-04-24,개봉영화,장편,일본,15,3088000,466,0,0,스릴러,청소년관람불가,일반영화
1956,알바생들,홍수동,(주)인터하우스,,(주)나우콘텐츠,2016-04-28,개봉영화,장편,한국,20,2349000,465,"1,525,000",305,드라마,청소년관람불가,일반영화
1957,청불학원: 무삭제판,최무연,(주)로드하우스,,(주)로드하우스,2017-04-10,개봉영화,장편,한국,20,2353000,465,"522,000",105,멜로/로맨스,청소년관람불가,일반영화
1958,마농,로랑 펠리,,(주) 인스터 글로벌,(주) 인스터 글로벌,2012-10-04,개봉영화,장편,미국,3,12530000,457,"11,885,000",435,공연,전체관람가,일반영화
1959,SM작가,히로키 류이치,,시네마 뉴원,시네마 뉴원,2014-02-06,개봉영화,장편,일본,2,3820000,456,"3,750,000",446,드라마,청소년관람불가,일반영화
1960,양아치 느와르,강효진,(주)키노크러시,,(주)영화사 그램,2018-09-13,개봉영화,장편,한국,6,3822000,455,"3,316,200",378,드라마,청소년관람불가,일반영화
1961,수호지-의적유당,류신의,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2013-11-22,개봉영화,장편,중국,4,1518000,454,"500,000",100,액션,15세이상관람가,일반영화
1962,윌리엄 텔,그레이엄 빅,,(주)케빈앤컴퍼니,(주)쓰리캣프로덕션,2014-11-22,개봉영화,장편,독일,4,6905000,453,"5,273,000",340,공연,전체관람가,일반영화
1963,수호지: 천하대인,류신의,,(주)케이알씨지,(주)케이알씨지,2014-05-08,개봉영화,장편,중국,5,1789000,452,"540,000",108,액션,12세이상관람가,일반영화
1964,착한 엄마: 아버지의 여자를 탐하다,"이진명,유승택",(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-06-24,개봉영화,장편,한국,19,2571000,451,"559,000",113,멜로/로맨스,청소년관람불가,일반영화
1965,포스카리가의 두 사람,미켈레 마리오티,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2016-12-04,개봉영화,장편,독일,9,10824000,451,"7,854,000",333,공연,전체관람가,일반영화
1966,토끼와 거북이 패밀리가 떴다,하워드 베이커,,(주)미디어캐슬,예지림엔터테인먼트,2012-11-22,개봉영화,장편,미국,1,2697000,446,0,0,애니메이션,전체관람가,일반영화
1967,프린스 이고르,지안드레아 노세다,,(주) 인스터 글로벌,(주) 인스터 글로벌,2014-06-21,개봉영화,장편,미국,2,10136500,446,"9,466,500",421,공연,전체관람가,일반영화
1968,둠스데이 2014,티보 타카스,,스크린조이,스크린조이,2014-05-08,개봉영화,장편,미국,5,1732000,445,"590,000",118,SF,12세이상관람가,일반영화
1969,동창회의 목적 2,성우진,영화사 인연,,영화사 인연,2017-09-19,개봉영화,장편,한국,20,2263000,444,"542,000",109,멜로/로맨스,청소년관람불가,일반영화
1970,내 엄마의 친구 2,이동현,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-04-12,개봉영화,장편,한국,25,2596000,440,"614,000",113,멜로/로맨스,청소년관람불가,일반영화
1971,사육-내안에 가둔 그녀,이세일,(주)케이알씨지,,(주)케이알씨지,2013-10-24,개봉영화,장편,한국,5,2220000,440,"750,000",150,멜로/로맨스,청소년관람불가,일반영화
1972,친구엄마 2018,이진명,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-12-04,개봉영화,장편,한국,21,2573000,436,"616,000",114,멜로/로맨스,청소년관람불가,일반영화
1973,카르고,"이반 엔글러,랄프 에터",,(주)스마일이엔티,(주)스마일이엔티,2013-09-12,개봉영화,장편,스위스,1,2176000,435,"2,176,000",435,미스터리,15세이상관람가,일반영화
1974,프란체스카 다 리미니,피에로 파기오니,,(주) 인스터 글로벌,(주) 인스터 글로벌,2013-11-16,개봉영화,장편,미국,2,11075500,433,"9,308,500",372,공연,전체관람가,일반영화
1975,동창회의 목적 3,이도시,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-02-20,개봉영화,장편,한국,20,2290000,431,"549,000",110,멜로/로맨스,청소년관람불가,일반영화
1976,더 피플 아이브 슬렙 위드,쿠엔틴 리,,(주)에이씨피컴퍼니,(주)에이씨피컴퍼니,2013-01-30,개봉영화,장편,미국,1,3010000,430,"3,010,000",430,코미디,청소년관람불가,일반영화
1977,"금지된 섹스, 달콤한 복수",이숭환,(주)케이알씨지,,(주)케이알씨지,2016-01-14,개봉영화,장편,한국,21,2374000,427,"1,004,000",162,멜로/로맨스,청소년관람불가,일반영화
1978,맛있는 덫-정사,신정균,(주)케이알씨지,,(주)케이알씨지,2015-09-30,개봉영화,장편,한국,3,2227000,426,"666,000",124,멜로/로맨스,청소년관람불가,일반영화
1979,변종샤크,그리프 퍼스트,,스크린조이,스크린조이,2014-12-11,개봉영화,장편,미국,5,1708000,426,"1,238,000",272,SF,15세이상관람가,일반영화
1980,진구세주전설 북두의권 Zero - 켄시로전,히라노 토시키,,(주)미디어캐슬,(주)앤드플러스미디어웍스,2013-10-10,개봉영화,장편,일본,9,2951500,423,"2,533,000",366,애니메이션,15세이상관람가,일반영화
1981,사랑과 욕망의 짐노페디,유키사다 이사오,,(주)오렌지옐로우하임,"홀리가든,(주)오렌지옐로우하임",2017-07-06,개봉영화,장편,일본,4,3064000,422,"2,713,000",362,드라마,청소년관람불가,일반영화
1982,라이엇,존 라이드,,(주)영화사아침,제인앤유,2016-07-06,개봉영화,장편,미국,1,2100000,420,"2,100,000",420,액션,청소년관람불가,일반영화
1983,모텔,이숭환,(주)케이알씨지,,(주)케이알씨지,2015-11-10,개봉영화,장편,한국,20,2182000,420,"654,000",121,멜로/로맨스,청소년관람불가,일반영화
1984,안나볼레나,데이비드 멕비카,,(주) 인스터 글로벌,(주) 인스터 글로벌,2012-02-01,개봉영화,장편,미국,2,11929000,420,"11,929,000",420,공연,전체관람가,일반영화
1985,크레이지 샤크,크리스토퍼 레이,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2013-12-04,개봉영화,장편,미국,5,2180000,420,"1,000,000",200,스릴러,15세이상관람가,일반영화
1986,푸셔: 파이널 프로젝트,루이스 프리에토,,스크린조이,스크린조이,2013-12-04,개봉영화,장편,영국,5,2180000,420,"1,000,000",200,범죄,청소년관람불가,일반영화
1987,위험한 섹스,이숭환,(주)케이알씨지,,(주)케이알씨지,2015-09-23,개봉영화,장편,한국,20,2249000,419,"750,000",130,멜로/로맨스,청소년관람불가,일반영화
1988,차가운 열대어,소노 시온,,(주)아바엔터테인먼트,(주)아바엔터테인먼트,2012-09-20,개봉영화,장편,일본,1,3292000,419,"3,292,000",419,드라마,청소년관람불가,일반영화
1989,폭렬성시,캘빈 통,,스크린조이,스크린조이,2014-11-12,개봉영화,장편,홍콩,6,1694000,418,"824,000",180,액션,청소년관람불가,일반영화
1990,탐정사무소 - 사랑과 전쟁,이동현,(주)매니아22,,(주)나우콘텐츠,2016-05-13,개봉영화,장편,한국,20,2097000,415,"1,278,000",256,스릴러,청소년관람불가,일반영화
1991,침묵의 목격자,비행,,,(주)미디어데이,2014-05-29,개봉영화,장편,중국,2,3046000,414,"3,046,000",414,스릴러,15세이상관람가,일반영화
1992,독수리오형제,사토 토야,,(주)도키엔터테인먼트,(주)미디어데이,2014-02-20,개봉영화,장편,일본,4,2474500,412,"1,158,000",198,SF,12세이상관람가,일반영화
1993,핫섹토크,이전,(주)케이알씨지,,(유)조이앤컨텐츠그룹,2015-11-03,개봉영화,장편,한국,20,2143000,411,"654,000",121,멜로/로맨스,청소년관람불가,일반영화
1994,다이노슈퍼게이터,짐 위노스키,,스크린조이,스크린조이,2014-11-12,개봉영화,장편,미국,6,1654000,408,"824,000",180,SF,15세이상관람가,일반영화
1995,밀프,스콧 휠러,,(주)스넵쏘울,(주)스넵쏘울,2013-06-20,개봉영화,장편,미국,1,856000,408,0,0,코미디,청소년관람불가,일반영화
1996,백여우 전설,우조양,,(주)케이알씨지,(주)케이알씨지,2014-11-13,개봉영화,장편,중국,6,1654000,408,"824,000",180,판타지,15세이상관람가,일반영화
1997,로델린다,스티븐 워즈워스,,(주) 인스터 글로벌,(주) 인스터 글로벌,2012-05-29,개봉영화,장편,미국,2,11401500,407,"10,564,000",378,기타,전체관람가,일반영화
1998,지크프리트,로베르트 르빠쥬,,(주) 인스터 글로벌,(주) 인스터 글로벌,2012-04-04,개봉영화,장편,미국,0,11499000,407,"10,640,000",377,공연,전체관람가,일반영화
1999,정사: 위험한 성적유희,이민환,(주)케이알씨지,,(주)케이알씨지,2014-11-27,개봉영화,장편,한국,4,1754000,405,"1,224,000",240,멜로/로맨스,청소년관람불가,일반영화
2000,마니,,,(주) 인스터 글로벌,(주) 인스터 글로벌,2019-06-29,개봉영화,장편,미국,6,9460500,403,"7,006,500",301,공연,12세이상관람가,일반영화
2001,에이리언 스카이라인,닐 존슨,,스크린조이,스크린조이,2014-11-13,개봉영화,장편,미국,6,1649000,403,"819,000",175,액션,15세이상관람가,일반영화
2002,팔스타프,자코포 스피레이,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2019-06-16,개봉영화,장편,독일,6,9174000,403,"6,831,000",305,공연,12세이상관람가,일반영화
2003,불량경찰 3,산티아고 세구라,,(주)소나무픽쳐스,(주)소나무픽쳐스,2014-09-04,개봉영화,장편,스페인,1,800000,400,"800,000",400,코미디,청소년관람불가,일반영화
2004,수호지-신비술사,류신의,,(주)케이알씨지,(주)케이알씨지,2013-12-18,개봉영화,장편,중국,5,2150000,400,"1,100,000",220,액션,15세이상관람가,일반영화
2005,야한 누나들,최우성,(주)에이블엔터테인먼트,,(주)에이블엔터테인먼트,2016-02-11,개봉영화,장편,한국,20,2102000,400,"714,000",132,멜로/로맨스,청소년관람불가,일반영화
2006,한양 기방 춘향뎐,김민욱,(주)케이알씨지,,(주)케이알씨지,2015-11-26,개봉영화,장편,한국,20,2085000,400,"658,000",122,멜로/로맨스,청소년관람불가,일반영화
2007,은밀한 방문자,윤여창,(주)케이알씨지,,(주)케이알씨지,2015-09-16,개봉영화,장편,한국,19,2091000,397,"646,000",119,멜로/로맨스,청소년관람불가,일반영화
2008,티토 황제의 자비,장 피에로 포넬,,(주) 인스터 글로벌,(주) 인스터 글로벌,2013-06-08,개봉영화,장편,미국,2,9954000,395,"9,132,000",367,공연,전체관람가,일반영화
2009,한양기방 명기전,김민욱,(주)케이알씨지,,(주)케이알씨지,2015-12-30,개봉영화,장편,한국,20,2163000,395,"872,000",144,멜로/로맨스,청소년관람불가,일반영화
2010,맛있는 만남,이전,(주)케이알씨지,,(주)케이알씨지,2016-02-29,개봉영화,장편,한국,19,2054000,394,"734,000",136,멜로/로맨스,청소년관람불가,일반영화
2011,살인의 기억,다비드 루이즈,,(주)케이알씨지,(주)케이알씨지,2014-12-18,개봉영화,장편,멕시코,5,1698000,394,"1,210,000",238,SF,15세이상관람가,일반영화
2012,조선안방 스캔들-칠거지악,이전,(주)스넵쏘울,,(주)케이알씨지,2015-09-15,개봉영화,장편,한국,20,2077000,394,"638,000",117,멜로/로맨스,청소년관람불가,일반영화
2013,모피를 입은 비너스,송예섭,보통영화사,,(주)영화사 조제,2012-07-12,개봉영화,장편,한국,1,3248000,393,"3,248,000",393,드라마,청소년관람불가,일반영화
2014,방콕 킥복서,토드 벨란카,,스크린조이,스크린조이,2014-04-30,개봉영화,장편,미국,5,1170000,392,"270,000",54,스릴러,청소년관람불가,일반영화
2015,봉배도저,딩성,,(주)케이알씨지,(주)케이알씨지,2013-12-18,개봉영화,장편,중국,5,2110000,390,"1,100,000",220,액션,15세이상관람가,일반영화
2016,완전범죄 프로젝트,애드리언 그런버그,,스크린조이,스크린조이,2013-12-19,개봉영화,장편,미국,5,2152000,390,"1,100,000",220,액션,청소년관람불가,일반영화
2017,위험한 중독,최율권희,㈜리필름,,(주)블루브릭,2015-12-24,개봉영화,장편,한국,20,2117000,388,"769,000",133,드라마,청소년관람불가,일반영화
2018,넥스트 제네레이션 패트레이버 2,오시이 마모루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2014-06-19,개봉영화,장편,일본,1,1993000,386,"1,993,000",386,액션,12세이상관람가,일반영화
2019,메피스토펠레,,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2016-10-30,개봉영화,장편,독일,8,9295500,386,"6,865,500",289,공연,15세이상관람가,일반영화
2020,야한밤 심야극장,이민환,(주)케이알씨지,,(주)케이알씨지,2016-02-25,개봉영화,장편,한국,20,1964000,386,"634,000",126,멜로/로맨스,청소년관람불가,일반영화
2021,올라프 백작,알리나 체빅,,(주)비프로,(주)비프로,2019-04-18,개봉영화,장편,러시아,5,4797000,386,"3,855,000",319,공연,전체관람가,일반영화
2022,꽃과 뱀 3,나리타 유스케,,스크린조이,스크린조이,2014-11-20,개봉영화,장편,일본,4,1637000,385,"832,000",164,멜로/로맨스,청소년관람불가,일반영화
2023,에이리언 스페이스,에멧 카리난,,스크린조이,스크린조이,2014-11-20,개봉영화,장편,미국,4,1636000,384,"846,000",166,SF,15세이상관람가,일반영화
2024,뜨거운 이웃,이전,(주)케이알씨지,,(주)케이알씨지,2016-01-28,개봉영화,장편,한국,20,2020000,382,"778,000",137,멜로/로맨스,청소년관람불가,일반영화
2025,넥스트 투모로우 2,R.D. 브라운슈타인,,스크린조이,스크린조이,2014-11-27,개봉영화,장편,미국,4,1626000,381,"1,096,000",216,액션,12세이상관람가,일반영화
2026,폴 매카트니의 락쇼,폴 매카트니,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2015-04-02,개봉영화,장편,캐나다,6,6737000,380,"5,025,000",283,공연,전체관람가,일반영화
2027,템페스트,로베르 르빠쥬,,(주) 인스터 글로벌,(주) 인스터 글로벌,2013-05-18,개봉영화,장편,미국,2,9899000,379,"9,066,500",347,공연,전체관람가,일반영화
2028,몬스터 울프,토도 채프카노브,,스크린조이,스크린조이,2014-11-20,개봉영화,장편,미국,4,1594000,378,"804,000",160,판타지,12세이상관람가,일반영화
2029,더 노즈,윌리엄 켄트리지,,(주) 인스터 글로벌,(주) 인스터 글로벌,2014-02-22,개봉영화,장편,미국,2,9187000,375,"9,020,500",369,공연,전체관람가,일반영화
2030,은밀하게 음란하게,이세일,(주)케이알씨지,,(주)케이알씨지,2014-04-10,개봉영화,장편,한국,5,1160000,372,"270,000",54,멜로/로맨스,청소년관람불가,일반영화
2031,페인트볼,다니엘 벤마요,,스크린조이,스크린조이,2014-03-06,개봉영화,장편,스페인,5,1160000,372,"270,000",54,드라마,청소년관람불가,일반영화
2032,호두까기 인형,정성복,(주)패뷸러스,,(주)패뷸러스,2014-12-07,개봉영화,장편,한국,1,1488000,372,"1,488,000",372,공연,전체관람가,일반영화
2033,외출,기대호,(주)영화사 사계절,,(주)영화사 사계절,2015-06-11,개봉영화,장편,한국,20,2090000,371,"416,000",80,멜로/로맨스,청소년관람불가,일반영화
2034,스트릿 오브 블러드,찰스 윙클러,,(주)동아수출공사,(주)인피니티엔터테인먼트,2013-09-13,개봉영화,장편,미국,2,1845000,369,"1,845,000",369,범죄,청소년관람불가,일반영화
2035,토네이도,토도 채프카노브,,스크린조이,스크린조이,2014-09-17,개봉영화,장편,미국,6,1402000,369,"520,000",104,SF,15세이상관람가,일반영화
2036,맛있는 정사: 오피스 와이프,김학묵,(주)케이알씨지,,(주)케이알씨지,2015-11-17,개봉영화,장편,한국,20,1929000,368,"650,000",120,멜로/로맨스,청소년관람불가,일반영화
2037,조선안방 스캔들-칠거지악2,이숭환,(주)케이알씨지,,(주)케이알씨지,2015-10-22,개봉영화,장편,한국,20,1922000,368,"654,000",121,멜로/로맨스,청소년관람불가,일반영화
2038,자유연애시대,이전,(주)케이알씨지,,(주)케이알씨지,2016-02-04,개봉영화,장편,한국,20,1960000,365,"743,000",128,멜로/로맨스,청소년관람불가,일반영화
2039,아내의 애인,소영환,(주)영화사 사계절,,(주)영화사 사계절,2015-10-08,개봉영화,장편,한국,20,2123000,363,"429,000",76,멜로/로맨스,청소년관람불가,일반영화
2040,붉은 비키니 무삭제판,최무연,(주)로드하우스,,(주)로드하우스,2017-08-21,개봉영화,장편,한국,20,1853000,360,"524,000",106,멜로/로맨스,청소년관람불가,일반영화
2041,서바이벌 워,마크 밀혼,,스크린조이,스크린조이,2015-01-15,개봉영화,장편,미국,6,1638000,359,"1,366,000",266,액션,15세이상관람가,일반영화
2042,제거자,닉 사이먼,,스크린조이,스크린조이,2015-01-08,개봉영화,장편,미국,5,1638000,359,"1,352,000",264,스릴러,청소년관람불가,일반영화
2043,친구엄마,공자관,밀크픽처스,,노바엔터테인먼트,2015-11-12,개봉영화,장편,한국,20,2057000,359,"1,178,000",190,멜로/로맨스,청소년관람불가,일반영화
2044,엄마친구,명석환,(주)영화사 사계절,,(주)영화사 사계절,2015-08-20,개봉영화,장편,한국,19,1771000,355,"369,000",70,멜로/로맨스,청소년관람불가,일반영화
2045,귀신을 보는 눈: 동안,"대니 팽,옥사이드 팽 천",,스크린조이,스크린조이,2014-04-24,개봉영화,장편,홍콩,5,1115000,352,"270,000",54,공포(호러),15세이상관람가,일반영화
2046,강시: 리거모티스,주노 막,,영화사 마농(주),(주)팝엔터테인먼트,2014-05-22,개봉영화,장편,홍콩,5,1635000,350,"1,040,000",208,공포(호러),청소년관람불가,일반영화
2047,두 엄마,이도시,(주)소나무픽쳐스,,(주)소나무픽쳐스,2017-08-14,개봉영화,장편,한국,20,1794000,350,"542,000",109,멜로/로맨스,청소년관람불가,일반영화
2048,에르나니,피에그 루이기 사마라타니,,(주) 인스터 글로벌,(주) 인스터 글로벌,2012-09-04,개봉영화,장편,미국,2,9317500,346,"8,777,500",328,기타,전체관람가,일반영화
2049,데블스 더블,리 타마호리,,(주)토러스엔터테인먼트,(주)미로비젼,2013-06-13,개봉영화,장편,미국,6,2173500,345,"524,000",77,액션,청소년관람불가,일반영화
2050,수호지-강호의 장청,류신의,,(주)케이알씨지,(주)케이알씨지,2014-04-17,개봉영화,장편,중국,5,1145000,342,"270,000",54,액션,12세이상관람가,일반영화
2051,위선자들: 감독판,김진홍,(주)영화사메이플러스,,"THE 픽쳐스,주식회사 마운틴픽쳐스",2016-04-21,개봉영화,장편,한국,20,1750000,340,"672,000",134,드라마,청소년관람불가,일반영화
2052,나가요 미스콜,한동호,스카이동,,노바엔터테인먼트,2014-03-13,개봉영화,장편,한국,4,2018000,338,"1,478,000",230,멜로/로맨스,청소년관람불가,일반영화
2053,사랑하기 때문에,주지홍,(주)에이디사공육,,(주)넥스트엔터테인먼트월드(NEW),2017-01-04,개봉영화,장편,한국,542,1723000,337,0,0,코미디,12세이상관람가,일반영화
2054,착한 친구엄마,이진명,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-10-08,개봉영화,장편,한국,19,1778000,336,"614,000",113,멜로/로맨스,청소년관람불가,일반영화
2055,톡식 어벤져,닉 모리스,,C 무비,C 무비,2018-10-13,개봉영화,장편,미국,8,3498000,336,"2,223,000",219,뮤지컬,15세이상관람가,일반영화
2056,내 이웃의 아내,정대만,블루스필름,,(주)소나무픽쳐스,2016-07-28,개봉영화,장편,한국,20,1729000,333,"302,000",61,멜로/로맨스,청소년관람불가,일반영화
2057,롤플레이2 : 동침,이광호,골든타이드픽처스(주),,골든타이드픽처스(주),2013-11-21,개봉영화,장편,한국,2,1400000,330,0,0,미스터리,청소년관람불가,일반영화
2058,마약전쟁,두기봉,,모비딕엔터테인먼트(주),(주)미디어데이,2014-02-13,개봉영화,장편,홍콩,1,2055000,322,"1,155,000",172,범죄,청소년관람불가,일반영화
2059,시니어 재즈 밴드,미야타케 유이,,(주)에이앤비픽쳐스,(주)에이앤비픽쳐스,2017-10-01,개봉영화,장편,일본,1,644000,322,"644,000",322,드라마,12세이상관람가,일반영화
2060,스콘드: 잔혹 불륜사,마크 존스,,미디어브로스(주),미디어브로스(주),2013-11-14,개봉영화,장편,미국,4,2545000,318,"550,000",110,스릴러,청소년관람불가,일반영화
2061,부부의 스폰서,황성욱,골든타이드픽처스(주),,골든타이드픽처스(주),2016-09-09,개봉영화,장편,한국,20,1584000,313,"821,000",164,멜로/로맨스,청소년관람불가,일반영화
2062,야한이야기,김철수,골든타이드픽처스(주),,골든타이드픽처스(주),2016-09-29,개봉영화,장편,한국,20,1587000,313,"821,000",164,멜로/로맨스,청소년관람불가,일반영화
2063,특명:돈가방을 찾아라,야마가 타카유키,,"(주)영진크리에이티브,(유)조이앤컨텐츠그룹","(주)영진크리에이티브,(유)조이앤컨텐츠그룹",2014-03-20,개봉영화,장편,일본,5,1100000,312,"270,000",54,액션,청소년관람불가,일반영화
2064,엔조이닷컴,백수호,영화사청춘 주식회사,,(주)라이크 콘텐츠,2016-04-28,개봉영화,장편,한국,20,1634000,311,"569,000",113,멜로/로맨스,청소년관람불가,일반영화
2065,여배우 섹스 스캔들,야마삐,(주)케이알씨지,,(주)케이알씨지,2016-03-09,개봉영화,장편,한국,20,1657000,311,"669,000",123,멜로/로맨스,청소년관람불가,일반영화
2066,미션 13,다니엘 스탬,,포커스엔터테인먼트,예지림엔터테인먼트,2014-04-24,개봉영화,장편,미국,5,1260000,310,0,0,공포(호러),청소년관람불가,일반영화
2067,화창한 그날들,방현준,비에이치제이 시네마,,(주)씨네로닷컴,2014-03-14,개봉영화,장편,한국,2,2030000,310,"2,030,000",310,스릴러,청소년관람불가,일반영화
